notebook_pack,source_id,source_type,repository_path_or_url,ingestion_mode,readiness,authority_label,currentness_warning,upload_now,hold_reason,notes
NB06,CL-001,CONSTITUTIONAL_TEXT,https://www.bcn.cl/leychile/navegar?idNorma=1166983,URL,READY_URL,CONSTITUTIONAL_TEXT,VERIFIED_OFFICIAL_EXACT_RECORD,YES,,Exact BCN Ley Chile record pinned. The law was promulgated 14 Oct 2021 and published 25 Oct 2021; current Constitution modification history still identifies Ley 21.383. Recheck current constitutional text before jurisdiction-wide conclusions.
NB06,CL-002,BINDING_COURT_DECISION,https://juris.pjud.cl/busqueda/u?c5762,HOLD,HOLD,BINDING_COURT_DECISION,OFFICIAL_DOCKET_EXACT_LINK_PINNED_FULLTEXT_ACCESS_BLOCKED,NO,OFFICIAL_FULLTEXT_BLOCKED,"Official Poder Judicial sources independently confirm Rol 105.065-2023, Girardi/Emotiv Inc and 9 Aug 2023. Official jurisprudence deep link is pinned but full-text access is blocked by anti-bot/CAPTCHA in this environment; secondary full-text copies remain supporting only."
NB06,EU-004,CONSTITUTIONAL_TEXT,https://eur-lex.europa.eu/eli/treaty/char_2016/oj/eng,URL,READY_URL,CONSTITUTIONAL_TEXT,VERIFIED_OFFICIAL,YES,,Record scope-of-application limits
NB06,EU-005,STATUTE_OR_REGULATION,https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng,URL,READY_URL,STATUTE_OR_REGULATION,OFFICIAL_SOURCE_IDENTITY_VERIFIED_CURRENTNESS_RECHECK,YES,,Use current consolidated text if amendments/corrigenda matter
NB06,INT-003,SOFT_LAW_RECOMMENDATION,86_NOTEBOOKLM/downloads/INT-003 [UNESCO] [UNESCO] [SOFT-LAW] [41C-RECOMMENDATION-2021] — Recommendation on the Ethics of Artificial Intelligence (2021).pdf,PDF,READY_PDF,SOFT_LAW_RECOMMENDATION,VERIFIED_OFFICIAL,YES,,Adopted 23 Nov 2021; source itself states open-access CC-BY-NC-SA 3.0 IGO; repository vendoring is rights-eligible subject to exact-byte acquisition and attribution
NB06,INT-004,SOFT_LAW_RECOMMENDATION,https://unesdoc.unesco.org/ark:/48223/pf0000397812_eng,URL_PRIMARY,READY_URL,SOFT_LAW_RECOMMENDATION,VERIFIED_OFFICIAL_CERTIFIED_COPY_PRIOR_PIN; R032_GITHUB_RUNNER_ACCESS_BLOCKED_403,YES,,Adopted 11 Nov 2025; UNESCO published the certified copy on 31 Mar 2026. Use the certified-copy URL for NB06; do not infer public-repository binary vendoring rights without work-specific licence verification. R032 GitHub runner recheck returned HTTP 403 on 2026-09-14; preserve the prior verified certified-copy pin and do not claim fresh R032 content-body verification. | Do not upload the legacy 43GC repository PDF as the current primary source.
NB06,TR-001,CONSTITUTIONAL_TEXT,86_NOTEBOOKLM/downloads/TR-001 [TR] [Mevzuat-Resmi Gazete] [CONSTITUTION] [2709-SNAPSHOT] — TÜRKİYE CUMHURİYETİ ANAYASASI.pdf,PDF,READY_WITH_CURRENTNESS_WARNING,CONSTITUTIONAL_TEXT,LIVE_OFFICIAL_CURRENTNESS_RECHECK_REQUIRED_BEFORE_MATERIAL_LEGAL_CONCLUSION,YES,,Search official Mevzuat portal by law number 2709; do not rely on guessed deep link
NB06,TR-002,STATUTE_OR_REGULATION,86_NOTEBOOKLM/downloads/TR-002 [TR] [Mevzuat-Resmi Gazete] [LAW] [6698-SNAPSHOT] — KİŞİSEL VERİLERİN KORUNMASI KANUNU.pdf,PDF,READY_WITH_CURRENTNESS_WARNING,STATUTE_OR_REGULATION,LIVE_OFFICIAL_CURRENTNESS_RECHECK_REQUIRED_BEFORE_MATERIAL_LEGAL_CONCLUSION,YES,,KVKK baseline; current consolidated text required
NB06,TR-004,STATUTE_OR_REGULATION,86_NOTEBOOKLM/downloads/TR-004 [TR] [Mevzuat-Resmi Gazete] [LAW] [4721-SNAPSHOT] — TÜRK MEDENİ KANUNU.pdf,PDF,READY_WITH_CURRENTNESS_WARNING,STATUTE_OR_REGULATION,LIVE_OFFICIAL_CURRENTNESS_RECHECK_REQUIRED_BEFORE_MATERIAL_LEGAL_CONCLUSION,YES,,Personality-rights baseline
NB07,EU-001,STATUTE_OR_REGULATION,https://eur-lex.europa.eu/eli/reg/2024/1689,URL,READY_URL,STATUTE_OR_REGULATION,VERIFIED_OFFICIAL,YES,,Always recheck current consolidated version date
NB07,EU-003,STATUTE_OR_REGULATION,https://eur-lex.europa.eu/eli/dir/2024/2853/oj,URL,READY_URL,STATUTE_OR_REGULATION,VERIFIED_OFFICIAL,YES,,Transposition deadline 9 Dec 2026; national implementation must be checked
NB07,EU-005,STATUTE_OR_REGULATION,https://eur-lex.europa.eu/eli/reg/2016/679/oj/eng,URL,READY_URL,STATUTE_OR_REGULATION,OFFICIAL_SOURCE_IDENTITY_VERIFIED_CURRENTNESS_RECHECK,YES,,Use current consolidated text if amendments/corrigenda matter
NB07,TR-003,STATUTE_OR_REGULATION,86_NOTEBOOKLM/downloads/TR-003 [TR] [Mevzuat-Resmi Gazete] [LAW] [6098-SNAPSHOT] — TÜRK BORÇLAR KANUNU.pdf,PDF,READY_WITH_CURRENTNESS_WARNING,STATUTE_OR_REGULATION,LIVE_OFFICIAL_CURRENTNESS_RECHECK_REQUIRED_BEFORE_MATERIAL_LEGAL_CONCLUSION,YES,,Liability baseline
NB07,TR-006,STATUTE_OR_REGULATION,86_NOTEBOOKLM/downloads/TR-006 [TR] [Mevzuat-Resmi Gazete] [LAW] [6502-SNAPSHOT] — TÜKETİCİNİN KORUNMASI HAKKINDA KANUN.pdf,PDF,READY_WITH_CURRENTNESS_WARNING,STATUTE_OR_REGULATION,LIVE_OFFICIAL_CURRENTNESS_RECHECK_REQUIRED_BEFORE_MATERIAL_LEGAL_CONCLUSION,YES,,Consumer/digital-service baseline
NB07,US-003,REGULATORY_GUIDANCE,86_NOTEBOOKLM/downloads/US-003 [US] [OMB] [GOVERNMENT-MEMO] [M-25-21] — OMB M-25-21.pdf,PDF,READY_PDF,REGULATORY_GUIDANCE,VERIFIED_OFFICIAL,YES,,Federal agency governance guidance
NB07,US-004,REGULATORY_GUIDANCE,86_NOTEBOOKLM/downloads/US-004 [US] [OMB] [GOVERNMENT-MEMO] [M-25-22] — OMB M-25-22.pdf,PDF,READY_PDF,REGULATORY_GUIDANCE,VERIFIED_OFFICIAL,YES,,Federal acquisition scope
NB07,US-007,OFFICIAL_STANDARD_OR_FRAMEWORK,https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-ai-rmf-10,URL,READY_URL,OFFICIAL_STANDARD_OR_FRAMEWORK,VERIFIED_OFFICIAL,YES,,NIST states AI RMF 1.0 is being revised; recheck before use
NB07,US-008,OFFICIAL_STANDARD_OR_FRAMEWORK,https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-generative-artificial-intelligence,URL,READY_URL,OFFICIAL_STANDARD_OR_FRAMEWORK,VERIFIED_OFFICIAL,YES,,Companion profile to AI RMF
NB08,INC-001,OFFICIAL_COMPANY_STATEMENT,86_NOTEBOOKLM/downloads/INC-001 [US_GLOBAL] [OpenAI] [COMPANY-INCIDENT-DISCLOSURE] [2026-08-26-PARTIAL] — OpenAI-Hugging-Face Incident-Technical-Report.pdf,PDF,READY_PDF,OFFICIAL_COMPANY_STATEMENT,VERIFIED_OFFICIAL_EXACT_BYTE_MATCH_R035,YES,,Repository technical report inspected and hashed; both relevant OpenAI official incident URLs returned HTTP 403 in GitHub runner on 2026-09-14. Do not infer exact official-source identity. Use with independent investigation; incident != liability. | R035: existing repository PDF exact-byte matches current official OpenAI CDN technical report; SHA-256 dd635cf6e5f39f0e1f646f08c36549090d77156ed89cbd3d733ed496648cae9c; 521159 bytes; official landing page links the report. | R035 official exact-byte match verified.
NB08,INC-002,INDEPENDENT_REPORTING,https://metr.org/hugging-face-incident-report-aug-2026.pdf,URL,READY_URL,INDEPENDENT_REPORTING,VERIFIED_OFFICIAL_PDF_EXACT_MATCH,YES,,Exact byte match to METR direct PDF verified 2026-09-14. Redwood Research and METR landing pages identify the same independent investigation. Preserve stated scope/access limitations.
NB08,INC-003,OFFICIAL_COMPANY_STATEMENT,https://www-cdn.anthropic.com/e50be2e51e7695dc4b1366a37a245a597377d3b5/Anthropic-Detecting-and-countering-091026.pdf,URL,READY_URL,OFFICIAL_COMPANY_STATEMENT,VERIFIED_OFFICIAL_PDF_EXACT_MATCH,YES,,"Exact byte match to official Anthropic CDN PDF linked by Anthropic landing page verified 2026-09-14. Individual case attributions remain vendor attribution, not court findings."
NB08,INC-004,POLICY_PROPOSAL,https://darioamodei.com/post/we-must-pace-the-frontier,URL_CONTEXT,SUPPORTING_ONLY,POLICY_PROPOSAL,VERIFIED_AUTHOR_PRIMARY_URL_REPOSITORY_PRINT_PARTIAL,OPTIONAL,POLICY_ESSAY_NOT_INCIDENT_EVIDENCE,Live author page title/date verified 2026-09-14. Repository PDF is a webpage-print snapshot. Forecasts/opinions are not factual incidents or law.
NB09,STD-001,TECHNICAL_STANDARD,https://www.iso.org/standard/81230.html,URL,READY_URL,TECHNICAL_STANDARD,OFFICIAL_STANDARD_METADATA_ONLY,YES,,Store citation/metadata unless licensed copy is lawfully available
NB09,STD-002,TECHNICAL_STANDARD,https://www.iso.org/standard/77304.html,URL,READY_URL,TECHNICAL_STANDARD,OFFICIAL_STANDARD_METADATA_ONLY,YES,,Store citation/metadata unless licensed copy is lawfully available
